rf_01,catboost_01,lgbm_01,index
0.3,0.3703894895046139,0.2953574228357578,7007
1.0,0.9775447449183591,0.9971785275807614,5932
1.0,0.9856055584669196,0.9990134376690151,2873
0.34,0.3587764331440002,0.416986017243658,9292
0.25,0.09139620059691253,0.1709392726874327,5515
0.74,0.8470342163452215,0.7620908058683458,1153
0.01,0.011145507118766175,0.003496514492911747,7215
0.54,0.4806121449547546,0.4211918314218991,8525
0.92,0.8854205329621851,0.9452122316308672,9904
0.42,0.5122657767654432,0.4665986842454834,10486
0.51,0.5085743342384355,0.47488775301974834,6221
0.56,0.5048825066589131,0.4872784410918309,8982
0.95,0.9539510534305471,0.9990071882911256,8897
0.53,0.5715604450202388,0.48950369341535444,9933
1.0,0.9967260834637467,0.9990022227354522,2902
0.58,0.47772363295817283,0.47962248879877073,7412
0.95,0.9685244665722308,0.9906192731213703,9313
0.97,0.9802133205954373,0.9992645824922349,981
1.0,0.9945385807393455,0.9985622797841807,3866
0.48,0.4389925295086428,0.4934967652646295,8970
0.09,0.13162513585757793,0.07107952972463503,7580
0.38,0.39491502677784235,0.24321774010590938,10160
0.02,0.07044541214525074,0.027069395305184058,5458
0.56,0.41349134196823323,0.46109231201709655,6009
0.0,0.10093648869443304,0.05297711704978496,5201
0.61,0.5854423229326543,0.6238613205108464,4247
0.66,0.7957479126121803,0.909243092876494,8284
0.48,0.5686466393569136,0.48787015291447966,1945
0.85,0.7807944288075359,0.9106653718662426,29
0.46,0.44259759609172705,0.42163738661556477,586
0.27,0.26834364424679014,0.1934818840430628,1631
0.42,0.40368946139096784,0.47842046119027554,3558
0.73,0.8461981302756888,0.792147035028753,758
0.02,0.011083070473224812,0.005134385466428582,7701
0.48,0.43246876593658584,0.49504853781454183,3304
0.48,0.4389078239069286,0.4104728166296629,4307
0.38,0.5352424293328357,0.5221625380254544,3062
0.89,0.9280312245043533,0.9315379296594801,2427
0.73,0.8222717462443161,0.7963686609199774,2714
0.33,0.35785794945183236,0.39037767870267376,7631
0.36,0.33289391311602345,0.3747715445752028,3012
0.47,0.5604550333244044,0.47655992891454835,5115
0.24,0.27545466934688595,0.3932446147442333,4908
0.47,0.4435069317673385,0.5058215245344264,7371
0.2,0.2530754544647538,0.28844496198920194,5772
0.06,0.011622694101424297,0.0033886333794241755,9765
0.91,0.9479684114003349,0.9919357754006815,5934
0.58,0.5992444907709102,0.6192422982326247,1494
0.15,0.1317243740225255,0.12547811846354565,4870
0.48,0.6270836463858764,0.27805956470333065,3039
0.4,0.382657694046326,0.35472632767039686,7543
0.53,0.46595593748944136,0.4387848720759914,5787
0.76,0.7546700723213094,0.8149680331131102,2627
0.08,0.0709590703914668,0.03672264516614037,5995
0.46,0.4208266079084076,0.48341891140188464,2024
0.87,0.8686164308878523,0.8169224811715896,1358
0.99,0.9844527225506162,0.9989045641588812,8549
0.99,0.9918692217527847,0.9991710211684461,1890
0.6,0.5093607564306364,0.4853405715085776,855
0.29,0.3461185850517936,0.3061687668686701,3693
1.0,0.9930805373277375,0.9987420157210677,2754
1.0,0.9810472126047706,0.9983923683694373,871
0.39,0.6100745843855903,0.4173142133570279,6121
0.83,0.8144446473093256,0.9195824271933803,22
0.94,0.8850472024790454,0.9928501744019576,10277
0.65,0.6042785561486365,0.77437183670533,2065
0.38,0.5102710512562348,0.5121445509114014,3102
0.92,0.8918003967446968,0.972357820094935,9855
0.02,0.01659165313472342,0.004209079389552987,692
0.04,0.0722912717560169,0.04106812745288831,10401
0.03,0.01870846958185426,0.011135118048850586,8706
0.04,0.02298080125241525,0.022753865260288875,962
0.55,0.5552291523262607,0.6248930938874375,5137
0.42,0.34817765184137395,0.3512548076105939,6077
0.62,0.5269248498196338,0.6437144584518097,6157
0.74,0.6688951450059339,0.6952470920609929,2617
0.03,0.07023804621101948,0.025509461045156764,966
0.72,0.6635038845301587,0.8397903718600931,1895
0.03,0.061304309584719135,0.016503406291032398,4701
0.74,0.8645119836423457,0.82823841888875,983
0.05,0.0824212685232261,0.05184367921592066,8666
0.74,0.8378155227594942,0.7277776880073051,4251
0.82,0.6605009887763638,0.7673993763346377,2392
0.95,0.9173553410527605,0.9894911507759698,935
1.0,0.9907968183947083,0.9986329031161986,9793
0.62,0.6983101859564291,0.822087630859218,7886
0.35,0.3745721811535803,0.3499887085526822,5111
0.9,0.9036698493388736,0.9691465530566624,442
0.87,0.8841805352804158,0.9426337040330547,1370
0.01,0.055639302225953875,0.018405485816751187,6137
0.52,0.42793570492981514,0.42877732547786085,8508
1.0,0.9848697541144013,0.9973490882862268,8309
0.82,0.7809811875177429,0.8655452663287344,5070
0.96,0.950436652758851,0.9858364158507064,10205
0.56,0.4923544192578264,0.5084364918932572,4062
0.24,0.39556814446092714,0.24663722475616104,4718
0.17,0.0933430540248204,0.043847259128786543,8486
0.01,0.028550145311349737,0.006124058950848607,5499
0.31,0.2905227217664126,0.20073019917034005,1630
0.04,0.05989098032919362,0.028532224793289863,416
0.82,0.7675981233168381,0.7667189112496368,2235
0.43,0.43618913167639106,0.39031884897668934,3616
0.03,0.08489403218188528,0.029720446125204282,8426
0.55,0.5761927959111225,0.8079502651253699,1346
0.36,0.4447655592942853,0.19084964495226092,5547
0.76,0.5605699410368639,0.7209410928504091,665
0.2,0.3440444279184434,0.24345026370050554,4608
0.54,0.5467179093312302,0.5451351954434404,9141
0.61,0.6478728961296483,0.7880837730832302,483
0.38,0.38885970858153346,0.25269702475493283,7691
0.42,0.47666357687935373,0.4051348117060387,1656
0.22,0.08372433418240825,0.09364030636334533,2415
0.91,0.9077623028503969,0.9071445825302429,2371
0.47,0.5526324548360168,0.5689717473033592,5157
0.57,0.513663275362301,0.48908272711991596,10360
0.05,0.1164609058259762,0.061638522958116955,1610
0.75,0.6270142386204723,0.7882756200014253,601
0.96,0.9543127809585095,0.9645343699542628,628
0.23,0.25246329886303753,0.31311472129829077,434
0.92,0.7837678536167829,0.8980570510025392,6623
0.07,0.0666303503852619,0.03756463481186347,7517
1.0,0.9658878593264407,0.9889658955429257,7347
0.87,0.8796973811272879,0.8779841676825189,2264
0.08,0.05896818037404776,0.059016009353952785,9324
0.18,0.10032922926684108,0.05515554969897563,2605
0.66,0.47580678950627703,0.5444064438544255,5313
0.47,0.49089591011483663,0.5041352387505679,4111
0.42,0.398462590731185,0.3070123019865427,789
0.69,0.663252964561354,0.9778580374231639,7610
0.31,0.34837426588796194,0.22397962865231463,6695
0.16,0.1013995836721563,0.03924488954099639,1609
0.0,0.026536410328544764,0.016327602554982713,2896
0.42,0.4094979100952656,0.36902920719450527,4269
0.13,0.07534718530408753,0.0923468995911753,3967
0.97,0.9017985662255467,0.9604644464675548,3259
0.98,0.9382974731519294,0.9842113935621953,5831
0.8,0.8110612912309327,0.7991752141752687,2730
0.49,0.46791041276938544,0.4341009909104085,4119
0.3,0.33518324218928147,0.2770660139297561,3766
0.42,0.38347223882011744,0.36651789933159246,9
0.87,0.8066295384931725,0.8493732858360644,2725
0.99,0.9823788144118698,0.9987809879849497,10314
0.56,0.5520753784736905,0.6249438559488101,3105
0.87,0.8350719394183396,0.9018512919312726,1520
0.89,0.9388847561309035,0.8574173866356227,7813
0.8,0.8513245375318887,0.8984323739531124,8975
0.16,0.06807628382177597,0.07761972289287747,8483
0.89,0.9140927039571274,0.942228691387162,3264
0.39,0.4276050355417591,0.29791142259855974,9062
0.82,0.6623096335531906,0.7905075722557096,3499
0.43,0.47238770938695507,0.5050259494287587,6019
0.36,0.373744329889589,0.26604319120497627,9099
0.81,0.7774877353249809,0.8587409543892329,8727
0.99,0.9907341970241226,0.998002397152694,1855
0.3,0.3806990758415009,0.17236389128928195,2206
0.99,0.9766950359886201,0.9985342295345012,8670
0.04,0.042250128521273744,0.014048775210676859,4570
0.1,0.09395799420927578,0.050433043185371486,5321
0.44,0.5481147188293901,0.6036893044328072,9500
0.89,0.8649818692141329,0.95553619341042,4627
0.87,0.6485336017839745,0.8064016155323966,5332
0.8,0.7927896639114688,0.9436215501528047,4031
0.01,0.10785918089223648,0.03578060370322781,1550
0.37,0.3921123962386105,0.3981816666468624,3817
0.76,0.735652864418479,0.7734470476846297,2507
0.95,0.9227771941388959,0.9825737708645985,4124
0.5,0.5006634045646718,0.46732250967980227,352
0.55,0.5641286589161815,0.566348593881145,8827
0.7,0.8123472705018272,0.702257960487621,1028
0.48,0.5074424197331511,0.7096408660588394,7540
0.08,0.13953867576473616,0.09459269861787714,8785
0.29,0.348737247688276,0.2510566684205916,6064
0.95,0.9156422349906986,0.90709519107925,974
0.44,0.4121520644229689,0.395435442079299,1751
0.38,0.34453971777060555,0.3401261789607675,9733
0.44,0.4554508114657106,0.38369644446993834,9976
0.53,0.4586546390452433,0.44161556017180226,10173
0.26,0.4560579247416548,0.39226081524802286,7349
0.64,0.5169486173369806,0.42003577138046816,3388
0.24,0.16630913206781395,0.11893968276066787,10495
0.51,0.47445757423163026,0.42118543820705756,8625
0.88,0.8821100904069759,0.7569988076478886,7797
0.35,0.4108870105664464,0.3151893536083144,445
0.02,0.04485548761913994,0.02426667452611823,2311
1.0,0.9880263518912376,0.9992048409703529,2863
0.28,0.1989016752791535,0.1481933281644679,9037
0.59,0.6448136712051155,0.6972233311357459,5691
0.44,0.45643693913582095,0.4723493599698602,4779
0.02,0.03564689115924154,0.01527998152516814,6732
0.89,0.8224287522440658,0.8430908088366059,2602
0.21,0.2918087580419643,0.19898776856816772,2001
0.09,0.06779471906629249,0.02435207164902413,8058
0.3,0.4291024629561272,0.43641803244008276,7861
0.57,0.5007643840109761,0.48059519020586733,3916
0.5,0.5548120275078215,0.45198495453404086,3965
0.06,0.06815538806506566,0.03901298747483569,4592
0.73,0.47547073318953575,0.7059663551510847,7832
0.36,0.3591388981320603,0.3121588195992729,1626
0.22,0.4719657421560309,0.2104657474403666,677
0.77,0.752534728429282,0.6287258597979957,4838
0.37,0.40467599641971796,0.437915321171308,9032
0.71,0.7581941690595447,0.9284362356440167,2710
0.88,0.9014117010796137,0.9664938174412876,6485
0.57,0.41675591143746954,0.5322828532902861,4246
0.82,0.7306025748211674,0.8000576421728608,7748
0.91,0.8717746891071056,0.9227344571035757,6035
0.88,0.9017489498385397,0.9559900476337505,1270
0.03,0.0910942760752962,0.02956989152396498,10279
0.33,0.3501418100799658,0.36279602153707635,1931
0.47,0.48788324763389845,0.23899645991303514,2840
0.6,0.5080784673577214,0.590802097624591,9092
0.73,0.8283760443940835,0.8862297203641977,524
0.44,0.4545444628923379,0.41599122013546586,624
0.97,0.928558408608261,0.9967853051936845,2798
0.58,0.5095376689812106,0.6772908247969335,959
0.89,0.907781068040485,0.8289652667132947,10226
0.23,0.09000359802348085,0.06375229446476437,5602
0.27,0.32647302360782426,0.2506546051880335,4094
0.4,0.45817463652251367,0.37721112979418714,505
0.63,0.5086349842001922,0.5298585113320181,3052
0.9,0.8306145830829001,0.8206927765364964,3214
0.07,0.10853252461912262,0.040010024108629035,4573
0.02,0.04387128891002947,0.03986009288181098,210
0.91,0.8710114986815178,0.888841757095591,4271
0.68,0.6639037889593257,0.645666367388269,1401
0.77,0.6223447206945979,0.8687781587600227,4407
0.77,0.8134613933745667,0.6537901279875081,9063
0.14,0.15305609792712982,0.09546619474848624,7638
0.22,0.36496409920069883,0.3822356475728415,590
1.0,0.9833193574344848,0.9974071083054515,2612
0.51,0.564779996864664,0.4972015189554301,3797
0.13,0.06223880638241419,0.19157820899778208,7389
0.93,0.8316319944344136,0.9080132568966701,3069
0.91,0.8983082289957346,0.8193092213419856,5527
0.97,0.9731499976849788,0.998496849876006,7506
0.44,0.49763039822125454,0.5412200668559057,6798
0.53,0.4184007129582038,0.5323460331090175,8495
0.6,0.6167851337597284,0.7381569586147563,10498
0.66,0.7115299212314291,0.6277204495013076,7700
0.45,0.4785994701862738,0.2656502124941832,4726
0.15,0.2696138529935988,0.12255636838666316,6990
0.27,0.5005952847199369,0.3899891686261017,3425
0.79,0.8048151360000487,0.8465633764202916,1236
0.15,0.05039616178856274,0.12908007629752313,6495
0.09,0.040723814160742985,0.05802282543012314,1824
0.45,0.37426575830573744,0.44222880601221154,8063
0.55,0.5649698600390844,0.5619839342627237,273
0.02,0.06094061481353701,0.018087033487745534,1182
0.67,0.46886535122964346,0.39924395908886456,5420
0.63,0.4052849533881226,0.564802339316027,9959
0.44,0.6240148011816647,0.569810402247975,4185
0.36,0.386255769088497,0.33145261434544765,10046
0.99,0.994328397224627,0.9988340470760385,2396
0.38,0.5428303219292102,0.5273253224689318,3144
0.69,0.61075337933818,0.6751788087270489,8378
0.26,0.38298421857283166,0.2103791817066795,3627
0.63,0.5247796219424176,0.5602330636394426,9911
0.43,0.5427379661994033,0.5318396364817685,3737
0.5,0.3892217884340309,0.5491878618190824,3796
0.11,0.08446679828968373,0.05755610391533505,6049
0.51,0.5196590362669702,0.5432579361451704,9183
0.46,0.49262607067487985,0.4590961451381924,9808
0.7,0.7358787732279798,0.8491539585119148,9314
0.62,0.5114914338649834,0.4629844522424983,102
0.45,0.496848504899239,0.48769921519768755,7615
0.51,0.3952168469851508,0.36354647466267787,518
0.3,0.41587133826641765,0.41189451620026724,5896
0.96,0.9416476031522595,0.9354790309090996,9640
0.27,0.17707706379784227,0.19102406384862494,9146
1.0,0.9913439350141016,0.9988530129969152,5437
0.55,0.5429299747697602,0.5958840758409424,4263
0.66,0.4856079288778685,0.4285402622782994,10240
0.36,0.34861878675277747,0.46968030004214834,7239
0.29,0.3588813278143643,0.30680011160613385,311
0.9,0.883974145032146,0.9802889253902567,8502
1.0,0.9812778336347957,0.9983835927843667,1429
0.79,0.8280927776843615,0.7652995228893366,8095
0.64,0.5482938243983161,0.561610417662915,9407
0.97,0.9775217233913909,0.9976648660404932,2485
0.08,0.0980812498923231,0.023239800715196705,1991
0.66,0.5693414107076008,0.5565398789617945,4543
0.55,0.5898281289075441,0.7907274738498137,4455
0.73,0.7526157766981924,0.9263700630611132,898
0.59,0.5028737907210782,0.5178723276128643,5926
0.09,0.06894144844771091,0.02458117774678922,1681
0.95,0.9806826683470176,0.9986835061056201,5116
0.63,0.6865261931614712,0.9400291759211964,6903
0.93,0.9294633122839494,0.9961149204136047,3922
0.99,0.9832790910472865,0.9991630781011335,2876
0.96,0.8937974816180374,0.9815622633363951,2256
0.71,0.5976880905247159,0.5885077924382481,3869
0.64,0.5586411482358903,0.6034964807107237,7363
0.3,0.17544962540024595,0.3350982908162895,5470
0.64,0.6707647957603261,0.6213135381262509,8964
0.17,0.11528370492521424,0.07551197970802365,3338
0.49,0.5313663508705883,0.4927639050645456,5053
0.0,0.04302396492933393,0.012295426254214944,2335
0.27,0.40436340828899203,0.20578247956083418,5725
0.31,0.34324700197772295,0.33360349011800766,2400
0.47,0.4952624479143906,0.48961367411548923,8840
0.99,0.9934864146670793,0.9966747687237649,7376
0.59,0.555590667616568,0.5364681839456422,8405
0.85,0.9418848504064272,0.952227257498557,8566
0.55,0.5645417936115298,0.6831637985457664,4789
0.31,0.35779626490598315,0.23297463942809837,593
0.88,0.9301039964123312,0.9894710485024372,8866
0.07,0.07026679664422711,0.03600735054413007,5518
0.4,0.3888467498738809,0.4181264499932146,1501
0.68,0.585813385846029,0.6541688973060822,1508
0.59,0.5342085180840307,0.4179135549758918,6802
0.48,0.4124602680462321,0.5220395887460253,10466
0.45,0.5131798604123851,0.3982657023379327,3867
0.59,0.4244498104409563,0.5633658883284088,5848
0.91,0.8300062927536852,0.7608666441064059,10513
0.73,0.5954814497853,0.6540807780299993,1023
0.56,0.6669781246220845,0.7868415810092791,6348
0.88,0.8709591538579177,0.9736414540822291,9119
0.01,0.03763974317531971,0.005897248582541075,5548
0.0,0.01174270996640114,0.0031458424351115673,4931
0.07,0.07015772800904274,0.056830439062172965,6349
0.33,0.3810254845232269,0.39731613641941316,8783
0.1,0.08862898611362553,0.02166644614108884,3200
0.29,0.3778146357755958,0.19608583259043133,6435
0.92,0.8949292563707657,0.8796938954826424,1363
0.98,0.9802274043271404,0.998366865443718,10411
0.09,0.06571273456778617,0.01579510494908204,5056
0.53,0.5015473059803759,0.8418619150469155,5854
0.52,0.618168600613661,0.49699354752869807,9724
0.09,0.04318052711063526,0.00896903090672216,1981
0.75,0.7776685460169454,0.7177675188888537,9348
0.46,0.4047297857080255,0.4160168828831781,2512
0.55,0.5671967369600626,0.5111382225522718,6628
0.63,0.6387028230482205,0.7200337027376458,10319
0.13,0.15622089114792692,0.08124442918623373,8398
0.31,0.3480784639640205,0.2920837623671189,8081
0.08,0.13135666901062193,0.024444793468965706,10287
0.95,0.9455613119293952,0.9772173753849593,7290
0.29,0.28384200161086304,0.24545047878565962,281
0.12,0.132979668799478,0.01586389922884049,7189
0.73,0.48472209933279653,0.5047808364276158,6215
0.55,0.5636806567264705,0.5040523965303738,5876
0.99,0.9891328882656494,0.998597601506098,7715
0.46,0.48690591801899913,0.5032375867629446,5833
0.5,0.48650619066144946,0.4522254813985049,3974
0.58,0.5868818719825253,0.4902675872077732,1742
0.29,0.3953938393958757,0.397914040754087,10085
0.2,0.3430653308309025,0.28586128884149087,7944
0.88,0.872187897928429,0.746777605785984,4862
0.42,0.3925634596955942,0.344006797856645,2937
0.1,0.12845224931896512,0.027445971647691716,441
0.05,0.07302019275848226,0.0276503951340226,9782
0.14,0.12505760562919535,0.23645664919560827,8536
0.1,0.05656870580903896,0.07529310754138976,6649
0.81,0.9278745445037953,0.5473336373544879,3904
0.44,0.3734010003559406,0.44822960523098954,10048
0.04,0.05315225493573712,0.028689757400066646,2263
0.81,0.6811429755686497,0.890044714060401,849
0.13,0.06660454325001795,0.11102233633416253,1071
0.54,0.41514942570540203,0.578139286575899,5374
0.54,0.5492821574794438,0.5544049944886006,3311
0.0,0.013194293510624924,0.0031671268388817025,4568
0.28,0.26045205612338496,0.25895128981921434,443
0.64,0.8627118083898836,0.624603749934143,9890
0.54,0.6708167795056603,0.6204788779346073,5507
0.03,0.03591969983391968,0.011604793046037577,318
0.33,0.38017201910087833,0.20033042143660168,9262
0.61,0.48463281354401877,0.48019111769373146,2374
0.54,0.3874449466251684,0.7400323549755743,3034
0.18,0.10521322395462004,0.10600037095069245,7162
0.26,0.32750433629197334,0.3600506812754984,9294
0.56,0.4803715318056966,0.4875045990968605,1314
0.72,0.8913471083489694,0.5956239504963919,211
0.62,0.6892761221298123,0.7580704005712091,802
0.18,0.09964297193161617,0.10610582325210796,3115
0.39,0.4386061971908322,0.4537695146203538,823
0.89,0.8151257337418165,0.9185888711103949,844
0.39,0.5876626276466639,0.49142002326282336,7769
0.48,0.4518768730317859,0.5013865917727454,5284
0.72,0.6883470501141484,0.7506064923218713,8070
0.43,0.29947840769929185,0.4282732894725542,5490
0.1,0.051730661664978965,0.021729856506849977,650
0.25,0.3741718228991268,0.3021484202692199,6281
0.99,0.9049983004315517,0.9402371203517448,8305
0.05,0.03483768300893553,0.011376306731758835,2778
0.13,0.12963843346782952,0.10920294952692604,2390
0.47,0.5006479116184309,0.4971880455807773,2936
0.5,0.5476379056813706,0.34596154870517903,5872
0.07,0.07862659457661349,0.04507812111044606,2236
0.48,0.40838321190960103,0.4282671676149613,6117
0.13,0.123698764292102,0.014483704920199892,5255
0.01,0.010142451838951867,0.004029645701923771,10354
0.01,0.040007084975215185,0.020480704522529446,1361
0.41,0.5822976555620677,0.519722369489168,6005
0.58,0.6648441928368832,0.4348955226958121,10382
0.48,0.37134582692948576,0.5577838800088702,8802
0.09,0.07982176689885034,0.05135167873575144,717
0.89,0.8461584170906944,0.8024841828645161,9932
0.53,0.6147712726440813,0.5339503724857196,3125
0.39,0.42311143284801656,0.4983060681105699,5998
0.87,0.8370070526729408,0.8689644346631504,6949
0.05,0.044867832755247736,0.03296546577920452,1353
0.74,0.4965175281308311,0.7432219315677987,1718
0.27,0.2691265027318245,0.486543147455645,2179
0.43,0.6007286272356441,0.6858060320458894,3884
0.56,0.41048420158262894,0.57219146329548,4393
0.36,0.4610562601636558,0.35794482129269184,646
0.57,0.5988932854657851,0.6133853544415627,1939
0.23,0.3208016237573256,0.14551983989607972,500
0.89,0.8152160432133599,0.9166909755822098,5097
0.18,0.10491297603825947,0.16811759623411437,2169
0.51,0.45609917469803707,0.603554501690357,10186
0.68,0.5228207217285022,0.5457390816699177,2032
0.61,0.5573649179177786,0.5941397773484003,300
0.88,0.9088349090720534,0.8993009099937264,1213
0.21,0.1914570242795026,0.14048791860963233,5766
0.05,0.06432117000910509,0.02790041875482911,626
0.53,0.44765446064741665,0.5399797317686259,513
0.64,0.5466221775109689,0.6628318559736995,3604
0.81,0.6731289241297179,0.8821333490778299,1966
0.09,0.06858789545889915,0.06208012558823693,8197
0.83,0.7285030864717431,0.91041680158096,4912
0.43,0.4289853476219291,0.42233388857894477,3862
0.1,0.033513600840594716,0.04522843063153461,9699
0.66,0.6297071313398257,0.7405366387002045,5126
0.93,0.9543444876621819,0.9979169694430375,3021
0.41,0.5527975510967178,0.386107033774208,3823
0.98,0.829472086842724,0.9593935971622638,7098
0.36,0.4720041806424293,0.5076633672413114,5373
0.0,0.08207216232702572,0.032703910674481355,3312
0.9,0.8121825523283875,0.7711002942737558,7846
0.08,0.025325336928967563,0.016552912803623754,143
0.34,0.3849888236636809,0.44043930137910414,9243
0.05,0.08323019916814779,0.04268211892194294,9469
0.07,0.07171314491434844,0.045736537262804196,4539
0.15,0.31554259744638663,0.20493627194620448,2611
0.06,0.08255328704472288,0.039808749980050746,2589
1.0,0.99683430520408,0.9992557137447977,7504
0.57,0.5902970113853668,0.6772115904476079,7707
0.87,0.9111123106734694,0.9430039874427888,9859
0.43,0.4570060786784797,0.45162152043223924,4755
0.51,0.5473116681158968,0.5922912996475014,3262
0.23,0.4004530249773753,0.2961985695506242,3273
0.99,0.9847842185254281,0.997364926133439,4765
0.03,0.07027836271855252,0.025215305270285888,4771
0.86,0.7417914883604274,0.9325969218748955,1563
0.36,0.3141360071528582,0.45245984021902086,6711
0.62,0.45215687085029527,0.47691565156913635,7458
0.44,0.3796712502221785,0.28828359312814184,2592
0.44,0.4310644721644764,0.5137711939665315,7794
0.81,0.8701134549968614,0.8944941030895395,1832
0.79,0.5895943540776859,0.5681833900361857,740
0.39,0.5104706237092753,0.3618242785861794,3710
0.5,0.5869707105482601,0.6223425657805391,6123
0.63,0.5792017526168449,0.5300390539093783,6927
0.89,0.8238315076312192,0.8783286189592183,4609
0.4,0.35965144818704,0.3709726292682835,5623
0.46,0.4173963697346804,0.5050613724684215,5889
0.09,0.08054963543071594,0.05322544414860198,8464
0.22,0.38524598544645267,0.21016358312217487,955
0.17,0.10503493008072673,0.14542901936192268,594
0.94,0.9768607964812895,0.9982803345950182,1560
0.22,0.27712190531388703,0.22014352964686795,4676
0.57,0.618850190478042,0.6385789679296251,6211
0.07,0.0874878101080432,0.12395502053998259,10429
0.39,0.41972393473081304,0.3947403661564534,2624
0.25,0.29159595266540356,0.13623845602364743,6547
0.94,0.9575235756784528,0.997826004271448,9269
0.4,0.440599553395882,0.6427620381190638,4857
0.48,0.6306780833376827,0.48953185233890595,8953
0.07,0.06684172540723221,0.11247474504999042,1909
0.48,0.41031106184314275,0.40637889757880585,7053
0.41,0.4940289564100682,0.4416250158355572,119
0.44,0.4977969199805891,0.5184330279957566,7731
0.55,0.4965188639032459,0.6444118172986688,10403
0.93,0.8854936359847344,0.9522032967091397,6761
0.5,0.40917184663781825,0.4953258225372615,2291
0.54,0.6012728915897169,0.4860242070428101,6562
0.94,0.9707552167175595,0.9966965437373931,7044
0.06,0.03013107184030551,0.06028328074647356,3580
0.92,0.7788515809395777,0.9670455554681089,7115
0.39,0.4070216439248527,0.41017975930553063,1174
0.94,0.8355925565270581,0.8489265450318034,4525
0.42,0.3685333010213031,0.34132587570154577,8273
0.54,0.5315614536541228,0.5126184193110357,3900
0.26,0.3459206576428499,0.30322759869497407,6441
0.48,0.6562623012516874,0.7438180511336556,9771
0.21,0.31984686732778805,0.18015729740804062,2460
0.57,0.6384035328526272,0.5556029373545809,1965
0.11,0.1400346715437054,0.03293504323638636,9625
0.34,0.36715182752757614,0.2952435486216496,8230
0.77,0.9269755047263454,0.913840925752144,3976
0.13,0.1475832507903812,0.1322015408118304,6419
0.55,0.5847175514719145,0.7421281773565611,5596
0.3,0.3583549981910835,0.3959529288330178,9508
0.97,0.9557534509825879,0.9968306868795765,6961
0.3,0.38506907689430625,0.3846467142606539,1043
0.43,0.41310896780395834,0.45368453753802457,9560
1.0,0.984150751258034,0.9979855827465811,6667
0.97,0.9753381002006883,0.9981473254876274,5187
0.31,0.320209019287622,0.2054259123701151,1972
0.61,0.5212556443792363,0.5225269441486787,2116
0.04,0.03791424870130109,0.03417238485108644,6308
0.96,0.8649563089887579,0.9653611127894024,7671
0.36,0.4425111216857628,0.37508833941356506,8812
0.35,0.35781956575184676,0.3077000297947698,784
0.5,0.5496595866438772,0.4953098202438512,9892
0.13,0.06684145129186575,0.047196626130130356,5844
0.42,0.4819025825294933,0.49490207692556754,5301
0.45,0.45617089931353894,0.3294252915869234,3545
0.9,0.9045849022601941,0.9828190235386124,618
