rf_01,catboost_01,lgbm_01,catboost_best_01,rf_best,lgbm_best,index
0.02,0.0110830704732248,0.0051343854664285,0.005650246056503504,0.020524069237700563,0.012293162250921624,7701
0.48,0.4324687659365858,0.4950485378145418,0.43736470607255706,0.46399936620032767,0.4626257524048306,3304
0.48,0.4389078239069286,0.4104728166296629,0.4335631559609414,0.440974011649228,0.4046677071835717,4307
0.38,0.5352424293328357,0.5221625380254544,0.5423589540051996,0.480898874679319,0.5108856847784399,3062
0.89,0.9280312245043532,0.93153792965948,0.9187518972232831,0.8990721866452334,0.9241688409606261,2427
0.73,0.8222717462443161,0.7963686609199774,0.8107249354556595,0.79390919129813,0.8392701220222263,2714
0.33,0.3578579494518323,0.3903776787026737,0.33202075104362655,0.349376188428069,0.37158128225415893,7631
0.36,0.3328939131160234,0.3747715445752028,0.356609503929384,0.3796158403104968,0.41793044280129793,3012
0.47,0.5604550333244044,0.4765599289145483,0.5755806453179723,0.469681595556246,0.5231182375865022,5115
0.24,0.2754546693468859,0.3932446147442333,0.32084976967668444,0.33385415131684487,0.30878644282080747,4908
0.47,0.4435069317673385,0.5058215245344264,0.47155526489973015,0.4678986274941393,0.5101531699887861,7371
0.2,0.2530754544647538,0.2884449619892019,0.21219818185464878,0.28032491313356417,0.28241166538504886,5772
0.06,0.0116226941014242,0.0033886333794241,0.011898335973527309,0.03396713573804863,0.009914879578142523,9765
0.91,0.9479684114003348,0.9919357754006816,0.9644891445829582,0.8969000836111977,0.981775516509899,5934
0.58,0.5992444907709102,0.6192422982326247,0.5809721328457988,0.6281952534531255,0.6138814167474324,1494
0.15,0.1317243740225255,0.1254781184635456,0.12572498970448495,0.14635780052645214,0.07163869343218145,4870
0.48,0.6270836463858764,0.2780595647033306,0.5448542688208674,0.5928529513915212,0.4522064305752912,3039
0.4,0.382657694046326,0.3547263276703968,0.40858997076669734,0.36601048475299414,0.3444327653306561,7543
0.53,0.4659559374894413,0.4387848720759914,0.516663490747015,0.46677411180851724,0.4431130784332242,5787
0.76,0.7546700723213094,0.8149680331131102,0.8051532679771944,0.6239411651985614,0.6306993699956864,2627
0.08,0.0709590703914668,0.0367226451661403,0.05483506171457708,0.1171638268456714,0.029428937628180375,5995
0.46,0.4208266079084076,0.4834189114018846,0.43793475781833696,0.43006377937926593,0.42613783126904775,2024
0.87,0.8686164308878523,0.8169224811715896,0.8645423206975495,0.8517913391117408,0.854771195935084,1358
0.99,0.9844527225506162,0.9989045641588812,0.9782991176242004,0.9795407591704713,0.9910791836950417,8549
0.99,0.9918692217527848,0.999171021168446,0.9971432543021779,0.9949753929550086,0.995438732254521,1890
0.6,0.5093607564306364,0.4853405715085776,0.5398590564543436,0.5549638940712232,0.5346987035310178,855
0.29,0.3461185850517936,0.3061687668686701,0.3368730185050133,0.31065545117703985,0.30751203438657204,3693
1.0,0.9930805373277376,0.9987420157210676,0.9964330792329524,0.9960030649632158,0.9935446313542833,2754
1.0,0.9810472126047706,0.9983923683694372,0.9918221392147459,0.9856643140053197,0.9906185471554908,871
0.39,0.6100745843855903,0.4173142133570279,0.5888661289586522,0.5627187883107037,0.5430958996665366,6121
0.83,0.8144446473093256,0.9195824271933803,0.8294451388811184,0.8320712188081217,0.9077508576911294,22
0.94,0.8850472024790454,0.9928501744019576,0.8964864231004989,0.8921415655063434,0.9474179459840665,10277
0.65,0.6042785561486365,0.77437183670533,0.6079390566396248,0.6288973323306187,0.7468747696180081,2065
0.38,0.5102710512562348,0.5121445509114014,0.5183474954952584,0.5230235963667409,0.5403822724197509,3102
0.92,0.8918003967446968,0.972357820094935,0.9179009336757428,0.9167264430198568,0.951397021595861,9855
0.02,0.0165916531347234,0.0042090793895529,0.002690025321056262,0.004491093929605298,0.007405996212207771,692
0.04,0.0722912717560169,0.0410681274528883,0.049318090401574345,0.05497915036970862,0.04639053914163493,10401
0.03,0.0187084695818542,0.0111351180488505,0.00766564809947441,0.05692604196000696,0.015303204823605952,8706
0.04,0.0229808012524152,0.0227538652602888,0.026985852980751332,0.05562427680718239,0.015754222491111674,962
0.55,0.5552291523262607,0.6248930938874375,0.5879237688911229,0.5849476952579756,0.5302715475530805,5137
0.42,0.3481776518413739,0.3512548076105939,0.3683693988738691,0.39588755616057514,0.30024357604989715,6077
0.62,0.5269248498196338,0.6437144584518097,0.5430124566322266,0.5561269697404306,0.5355115819472915,6157
0.74,0.6688951450059339,0.6952470920609929,0.6548967341785225,0.7322920880437407,0.7249098602803917,2617
0.03,0.0702380462110194,0.0255094610451567,0.05020676473504207,0.07912080701642703,0.02630298281421079,966
0.72,0.6635038845301587,0.8397903718600931,0.6510096444378046,0.6770160355280892,0.7867802426755149,1895
0.03,0.0613043095847191,0.0165034062910323,0.05024120340727193,0.09043976522029269,0.07050027267789012,4701
0.74,0.8645119836423457,0.82823841888875,0.8545891551691402,0.8082767880387886,0.8349388285383932,983
0.05,0.0824212685232261,0.0518436792159206,0.0745268380253085,0.07017973322567253,0.05255974101599999,8666
0.74,0.8378155227594942,0.7277776880073051,0.84601341714489,0.7780944644179094,0.7169039338965132,4251
0.82,0.6605009887763638,0.7673993763346377,0.667904138697827,0.70560453991194,0.7297743002692175,2392
0.95,0.9173553410527604,0.9894911507759698,0.9389534203446149,0.941679060183874,0.9684467963831961,935
1.0,0.9907968183947083,0.9986329031161986,0.9937752733666889,0.9936009880358785,0.9914105171414966,9793
0.62,0.6983101859564291,0.822087630859218,0.7268864810007111,0.6671192998006553,0.7533008838966996,7886
0.35,0.3745721811535803,0.3499887085526822,0.34658724585283845,0.40837098587366116,0.39790073019605054,5111
0.9,0.9036698493388736,0.9691465530566624,0.9153280229870082,0.904328738506074,0.9292429686023731,442
0.87,0.8841805352804158,0.9426337040330548,0.9037106965451501,0.8610446487489151,0.904027992514229,1370
0.01,0.0556393022259538,0.0184054858167511,0.04534664862959856,0.04656632039667064,0.035104122060273656,6137
0.52,0.4279357049298151,0.4287773254778608,0.4038966853970139,0.4465517612812932,0.45031904595064765,8508
1.0,0.9848697541144013,0.9973490882862268,0.9912827105836806,0.9826915330322379,0.986963594414774,8309
0.82,0.7809811875177429,0.8655452663287344,0.7855197266753748,0.7864233070993867,0.8576525744337186,5070
0.96,0.950436652758851,0.9858364158507064,0.9518969981176122,0.9346014026830229,0.9702386523744982,10205
0.56,0.4923544192578264,0.5084364918932572,0.4924700744228395,0.5171971823392316,0.5008066733787742,4062
0.24,0.3955681444609271,0.246637224756161,0.3805816327187252,0.30693726305444585,0.29439179867071064,4718
0.17,0.0933430540248204,0.0438472591287865,0.06741378300913478,0.09304064407998815,0.0667232968482255,8486
0.01,0.0285501453113497,0.0061240589508486,0.024957798702561443,0.03401585953738129,0.016821961653648645,5499
0.31,0.2905227217664126,0.20073019917034,0.2958759973485636,0.33886684124394884,0.29483692555474295,1630
0.04,0.0598909803291936,0.0285322247932898,0.04933915711398107,0.05887986459156128,0.04822161095389205,416
0.82,0.7675981233168381,0.7667189112496368,0.7965762138534078,0.7620066317740163,0.8242973515120422,2235
0.43,0.436189131676391,0.3903188489766893,0.4559500306033094,0.4011861338121543,0.4755256877110254,3616
0.03,0.0848940321818852,0.0297204461252042,0.0680856026986432,0.05566276222577436,0.04700695633977975,8426
0.55,0.5761927959111225,0.8079502651253699,0.5449458089399626,0.5979054909701792,0.6120615552780603,1346
0.36,0.4447655592942853,0.1908496449522609,0.41190991500891444,0.34698589359462684,0.3528301173104103,5547
0.76,0.5605699410368639,0.7209410928504091,0.57132630956002,0.5530672168206259,0.5904328258282793,665
0.2,0.3440444279184434,0.2434502637005055,0.3309585923862405,0.26033895086649794,0.28263013139987764,4608
0.54,0.5467179093312302,0.5451351954434404,0.5455498054768788,0.5215155408318485,0.5008907951102246,9141
0.61,0.6478728961296483,0.7880837730832302,0.6878973024017847,0.669248834139987,0.7074190494887119,483
0.38,0.3888597085815334,0.2526970247549328,0.3504548422842189,0.38544816177046115,0.33301111396969857,7691
0.42,0.4766635768793537,0.4051348117060387,0.4658665452706613,0.4351828653531993,0.43337650589443993,1656
0.22,0.0837243341824082,0.0936403063633453,0.07642550561083926,0.11044272281308985,0.08348566593494768,2415
0.91,0.9077623028503968,0.9071445825302428,0.9156030174845367,0.8727035294512903,0.8662710452447149,2371
0.47,0.5526324548360168,0.5689717473033592,0.5445643777466562,0.49923828618180843,0.5119213409505706,5157
0.57,0.513663275362301,0.4890827271199159,0.4355899213172512,0.522835502156531,0.4405474683929435,10360
0.05,0.1164609058259762,0.0616385229581169,0.09687548763302335,0.10533765838029312,0.06715282103368413,1610
0.75,0.6270142386204723,0.7882756200014253,0.6626429156053267,0.7261443334156924,0.7525587864796663,601
0.96,0.9543127809585096,0.9645343699542628,0.9740947210508719,0.9308077591308288,0.9159820707166377,628
0.23,0.2524632988630375,0.3131147212982907,0.2818867046631362,0.304443523107937,0.3246644891239178,434
0.92,0.7837678536167829,0.8980570510025392,0.7985208181589041,0.8199570717006739,0.8498103259730727,6623
0.07,0.0666303503852619,0.0375646348118634,0.07636741469469034,0.06737111594769396,0.065784312389139,7517
1.0,0.9658878593264408,0.9889658955429256,0.980709596662505,0.96610288957587,0.9880864781884269,7347
0.87,0.8796973811272879,0.8779841676825189,0.872629532549077,0.8350734625971755,0.8699388703446638,2264
0.08,0.0589681803740477,0.0590160093539527,0.060751801488458455,0.08347422162346227,0.07407434310614018,9324
0.18,0.100329229266841,0.0551555496989756,0.0921998903534324,0.11456850412204954,0.04517956340435985,2605
0.66,0.475806789506277,0.5444064438544255,0.47526326798771273,0.5037090022019381,0.49205787004179086,5313
0.47,0.4908959101148366,0.5041352387505679,0.47851483163057884,0.4863978115414856,0.481167192664765,4111
0.42,0.398462590731185,0.3070123019865427,0.3998692034626492,0.3751089831030184,0.3935166168462841,789
0.69,0.663252964561354,0.977858037423164,0.7642544982303616,0.5084393659736862,0.6255799327298209,7610
0.31,0.3483742658879619,0.2239796286523146,0.3159693503486859,0.3112304703537521,0.29211119620192594,6695
0.16,0.1013995836721563,0.0392448895409963,0.06300063803781204,0.10837469711160026,0.050023883921290604,1609
0.0,0.0265364103285447,0.0163276025549827,0.025177927529735092,0.031621584023817914,0.02669108876626057,2896
0.42,0.4094979100952656,0.3690292071945052,0.3853309382552958,0.3703731579001743,0.3493843266831942,4269
0.13,0.0753471853040875,0.0923468995911753,0.07138976458207918,0.09040525823193166,0.08270726818706745,3967
0.97,0.9017985662255468,0.9604644464675548,0.9228121334244234,0.9377987195353276,0.9467380058080648,3259
0.98,0.9382974731519294,0.9842113935621952,0.9382236524786924,0.9463611986576247,0.9616912783416272,5831
0.8,0.8110612912309327,0.7991752141752687,0.8255043250866586,0.8011054278964639,0.8047193174978708,2730
0.49,0.4679104127693854,0.4341009909104085,0.43313515254108725,0.4939047195754285,0.533841037445286,4119
0.3,0.3351832421892814,0.2770660139297561,0.34215374509662605,0.32233639334031233,0.3030224224390764,3766
0.42,0.3834722388201174,0.3665178993315924,0.39402400591869163,0.40615462662339025,0.3424337543001424,9
0.87,0.8066295384931725,0.8493732858360644,0.8110417887778608,0.8339709378690027,0.8429861829077554,2725
0.99,0.9823788144118698,0.9987809879849496,0.9925137118869234,0.9890796404105876,0.9895516250521494,10314
0.56,0.5520753784736905,0.6249438559488101,0.5980361508551179,0.5822772799227457,0.6170907358621761,3105
0.87,0.8350719394183396,0.9018512919312726,0.8288258847816043,0.8499784557679412,0.8359826494455724,1520
0.89,0.9388847561309036,0.8574173866356227,0.9442237057992098,0.9046435528894312,0.9447658204183622,7813
0.8,0.8513245375318887,0.8984323739531124,0.8536219155849198,0.8545414932307774,0.8421810448558799,8975
0.16,0.0680762838217759,0.0776197228928774,0.07491808213929363,0.08470480021503596,0.10409135589247495,8483
0.89,0.9140927039571274,0.942228691387162,0.9236632520757159,0.910847596171032,0.9519608597867021,3264
0.39,0.4276050355417591,0.2979114225985597,0.4535234108048377,0.418238581199217,0.3969864058046073,9062
0.82,0.6623096335531906,0.7905075722557096,0.6724766839690568,0.7699960550223544,0.7541726832446085,3499
0.43,0.472387709386955,0.5050259494287587,0.47314362064763466,0.46484368241587787,0.4044491386115651,6019
0.36,0.373744329889589,0.2660431912049762,0.3167471769873731,0.3805663953223447,0.4337885115170388,9099
0.81,0.7774877353249809,0.8587409543892329,0.7857344044351463,0.7805897815370176,0.8177888114346226,8727
0.99,0.9907341970241226,0.998002397152694,0.997028337589978,0.9962892904704936,0.9954279310693447,1855
0.3,0.3806990758415009,0.1723638912892819,0.36282351489028913,0.3568111303358352,0.27965055774949854,2206
0.99,0.97669503598862,0.9985342295345012,0.9856987632480696,0.9621491039087563,0.9878041303317457,8670
0.04,0.0422501285212737,0.0140487752106768,0.035445833434317925,0.05533124870402964,0.02608322991711662,4570
0.1,0.0939579942092757,0.0504330431853714,0.05766916707422143,0.12461519459155333,0.05011202687711086,5321
0.44,0.5481147188293901,0.6036893044328072,0.556651389284089,0.5350610840834417,0.5736271581680821,9500
0.89,0.8649818692141329,0.95553619341042,0.9076321879663489,0.7048941007982713,0.7007629395371638,4627
0.87,0.6485336017839745,0.8064016155323966,0.6910664412853517,0.6887904867505866,0.7563813133899663,5332
0.8,0.7927896639114688,0.9436215501528048,0.7930263346643774,0.7693375000435456,0.8410152370424464,4031
0.01,0.1078591808922364,0.0357806037032278,0.0829407953430341,0.059216565172042025,0.06108562643252264,1550
0.37,0.3921123962386105,0.3981816666468624,0.3801401933657824,0.3368452976316801,0.3192773932754363,3817
0.76,0.735652864418479,0.7734470476846297,0.7535523460219079,0.6976048117870889,0.7646031952009812,2507
0.95,0.922777194138896,0.9825737708645984,0.9248721333174216,0.9187644688949091,0.9691660928004405,4124
0.5,0.5006634045646718,0.4673225096798022,0.5165134796588774,0.47717266354556204,0.4694665175984873,352
0.55,0.5641286589161815,0.566348593881145,0.578267532955536,0.5631339529623814,0.5869292691487153,8827
0.7,0.8123472705018272,0.702257960487621,0.8558766293824864,0.7163248481758386,0.7233200058740753,1028
0.48,0.5074424197331511,0.7096408660588394,0.45369750756880106,0.46216616014773654,0.518323440368973,7540
0.08,0.1395386757647361,0.0945926986178771,0.12592353831415112,0.18199847372223515,0.14204219853823075,8785
0.29,0.348737247688276,0.2510566684205916,0.357260350044554,0.34859113902971256,0.3629475121931514,6064
0.95,0.9156422349906986,0.90709519107925,0.9007423320027771,0.9175610452710009,0.8862712661497978,974
0.44,0.4121520644229689,0.395435442079299,0.420272635152025,0.43649433910454866,0.422682979782618,1751
0.38,0.3445397177706055,0.3401261789607675,0.36553060099795254,0.3456804671301525,0.39037984998526165,9733
0.44,0.4554508114657106,0.3836964444699383,0.44707883804000087,0.46431412444986686,0.45825935076587593,9976
0.53,0.4586546390452433,0.4416155601718022,0.451541392223526,0.433936912905599,0.4279502467312218,10173
0.26,0.4560579247416548,0.3922608152480228,0.46942914451469636,0.3721923396609221,0.4144934773043021,7349
0.64,0.5169486173369806,0.4200357713804681,0.5677615443034534,0.5776827494969691,0.5429386450946349,3388
0.24,0.1663091320678139,0.1189396827606678,0.18534592491696517,0.35040170913715846,0.2573459069445482,10495
0.51,0.4744575742316302,0.4211854382070575,0.5137960514997794,0.5609899209412051,0.5082151780076128,8625
0.88,0.8821100904069759,0.7569988076478886,0.8675735984954925,0.8257071828048855,0.828373672737957,7797
0.35,0.4108870105664464,0.3151893536083144,0.39653089426434696,0.3855905351785375,0.3701456450211812,445
0.02,0.0448554876191399,0.0242666745261182,0.044272712072737995,0.03879826080190644,0.03439828567607256,2311
1.0,0.9880263518912376,0.9992048409703528,0.9901290021989654,0.9837989259235879,0.9941286179820128,2863
0.28,0.1989016752791535,0.1481933281644679,0.237627413433879,0.23673104302371925,0.13065284411585185,9037
0.59,0.6448136712051155,0.6972233311357459,0.6369267960971994,0.602087885187205,0.5434290362333465,5691
0.44,0.4564369391358209,0.4723493599698602,0.43404218574046366,0.455310136954773,0.5174948204859635,4779
0.02,0.0356468911592415,0.0152799815251681,0.02663346476666741,0.029097640814376245,0.03467154220453725,6732
0.89,0.8224287522440658,0.8430908088366059,0.8330371543454046,0.8633707388083415,0.8216824346646514,2602
0.21,0.2918087580419643,0.1989877685681677,0.2912150259507475,0.25343596109488126,0.17939176546881072,2001
0.09,0.0677947190662924,0.0243520716490241,0.07801364605595133,0.07338985797941916,0.05978632156338117,8058
0.3,0.4291024629561272,0.4364180324400827,0.4424135975025395,0.4008949290909954,0.4178276991355699,7861
0.57,0.5007643840109761,0.4805951902058673,0.5072911449354816,0.5009987471450001,0.4921890830303599,3916
0.5,0.5548120275078215,0.4519849545340408,0.5520985101462568,0.5371732810574594,0.5655239040636186,3965
0.06,0.0681553880650656,0.0390129874748356,0.03949273466385536,0.0648305510846628,0.03927151783470602,4592
0.73,0.4754707331895357,0.7059663551510847,0.5510091887822776,0.5386187513604299,0.4998244446328814,7832
0.36,0.3591388981320603,0.3121588195992729,0.3525667535275606,0.3441202487314676,0.3201112317941562,1626
0.22,0.4719657421560309,0.2104657474403666,0.5220954352231174,0.4175716277796901,0.40730537448564347,677
0.77,0.752534728429282,0.6287258597979957,0.7603834120627883,0.6976443425659778,0.735692808284189,4838
0.37,0.4046759964197179,0.437915321171308,0.39072321202053456,0.3988972338302017,0.42103111984352243,9032
0.71,0.7581941690595447,0.9284362356440168,0.7581941082496396,0.7781689714553943,0.8945011305620469,2710
0.88,0.9014117010796135,0.9664938174412876,0.9442707298655012,0.7819621362477318,0.962006636277158,6485
0.57,0.4167559114374695,0.5322828532902861,0.4058157962333998,0.45646604701029947,0.3883192637614992,4246
0.82,0.7306025748211674,0.8000576421728608,0.7999247151809713,0.75109555784158,0.7433731186129175,7748
0.91,0.8717746891071056,0.9227344571035756,0.8500879588995133,0.8838144161469965,0.8752826052822822,6035
0.88,0.9017489498385396,0.9559900476337504,0.9064621689791368,0.910524997840005,0.9334957236013636,1270
0.03,0.0910942760752962,0.0295698915239649,0.06668518395834311,0.060654412018854686,0.032122470316082306,10279
0.33,0.3501418100799658,0.3627960215370763,0.3794551217450043,0.36179152542902804,0.35022854087147753,1931
0.47,0.4878832476338984,0.2389964599130351,0.467163322424268,0.4408928634371479,0.38235590684806675,2840
0.6,0.5080784673577214,0.590802097624591,0.5224935132432525,0.5634513943958089,0.5211810731454902,9092
0.73,0.8283760443940835,0.8862297203641977,0.8456310944372825,0.8379993575502727,0.8806108759735028,524
0.44,0.4545444628923379,0.4159912201354658,0.4710064234876629,0.4397995708460603,0.4594120025168891,624
0.97,0.928558408608261,0.9967853051936844,0.9539672625852925,0.88744978663252,0.9832174292455952,2798
0.58,0.5095376689812106,0.6772908247969335,0.5129508729144081,0.5462690686737387,0.49487018999070115,959
0.89,0.907781068040485,0.8289652667132947,0.9250577751741729,0.8354502912996425,0.8125257822622393,10226
0.23,0.0900035980234808,0.0637522944647643,0.07713202877683491,0.1222460889793391,0.10390459732141832,5602
